objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,SpType,BV,TEff,FeH
1237667322176341055,167.391334967069,25.6837180893123,24.35467,22.64707,20.90516,19.73909,19.31065,5087,301,2,110,7220555363191642112,GALAXY,0.6115528,6413,56336,579,,0,0,0
1237667322176405682,167.587114580865,25.7529592293725,21.13715,19.62684,18.13991,17.54535,17.14706,5087,301,2,111,7220566633185826816,GALAXY,0.3037337,6413,56336,620,,0,0,0
1237667322176406209,167.573809886676,25.7684208354609,24.49446,22.33429,20.85611,19.82523,19.39145,5087,301,2,111,7220566358307919872,GALAXY,0.4963161,6413,56336,619,,0,0,0
1237667322713014979,166.822628898111,26.0137264463934,22.11176,21.96046,21.07524,19.82311,19.4512,5087,301,3,107,7220536671493969920,GALAXY,0.6581906,6413,56336,511,,0,0,0
1237667322713080000,166.986515122659,26.1008748067607,23.94825,22.19304,20.46001,19.61014,19.10218,5087,301,3,108,7220536121738156032,GALAXY,0.4866267,6413,56336,509,,0,0,0
1237667322713080398,166.947587424301,25.9794702038801,25.68283,22.52378,20.61834,19.39815,18.86703,5087,301,3,108,7220538870517225472,GALAXY,0.6575525,6413,56336,519,,0,0,0
1237667322713145505,167.095696275553,26.0289141678486,22.16018,20.26517,18.6494,18.08786,17.70298,5087,301,3,109,7220541069540481024,GALAXY,0.3172438,6413,56336,527,,0,0,0
1237667322713145839,167.137336207073,26.0286121602747,26.06308,21.25897,19.47138,18.82328,18.35731,5087,301,3,109,7220539970028853248,GALAXY,0.3201765,6413,56336,523,,0,0,0
1237667322713276997,167.513102123678,26.0467635694733,22.8833,21.86466,20.35828,19.40239,18.94484,5087,301,3,111,7220552614412572672,GALAXY,0.5398538,6413,56336,569,,0,0,0
1237667322713342259,167.603826097995,26.0141326219337,24.31046,21.59873,19.92141,18.93441,18.42264,5087,301,3,112,7220561410505594880,GALAXY,0.5317929,6413,56336,601,,0,0,0
1237667322713342267,167.578833591174,26.1917941253603,23.72468,22.47148,20.74296,19.71006,19.1645,5087,301,3,112,7220552064656758784,GALAXY,0.5216945,6413,56336,567,,0,0,0
1237667322713342412,167.636038908644,26.1384244122918,24.05583,21.62113,20.09286,19.30812,19.05496,5087,301,3,112,7220562510017222656,GALAXY,0.4603978,6413,56336,605,,0,0,0
1237667322713407995,167.774350071761,26.1383101438407,21.82796,21.20057,19.91499,18.85476,18.31717,5087,301,3,113,7220561960261408768,GALAXY,0.6145561,6413,56336,603,,0,0,0
1237667323249950872,166.99826028511,26.4678786750709,24.49533,20.60394,18.96902,18.33844,18.03064,5087,301,4,108,7220549040999782400,GALAXY,0.3238158,6413,56336,556,,0,0,0
1237667323249951306,166.981786260312,26.3565643118104,24.39015,22.12875,20.54158,19.5414,18.82935,5087,301,4,108,7220533922714900480,GALAXY,0.5475034,6413,56336,501,,0,0,0
1237667323250016746,167.069728531593,26.5502531369159,22.18282,21.96453,20.28892,19.47265,19.32463,5087,301,4,109,7220548216366061568,GALAXY,0.4064078,6413,56336,553,,0,0,0
1237654600491532465,154.37098339826,3.65421914543268,20.52374,18.76249,17.52419,17.0489,16.71824,2125,301,2,237,646296547729893376,GALAXY,0.1889772,574,52355,109,,0,0,0
1237654600491597984,154.507099989391,3.59641672051417,20.39992,18.28047,17.22486,16.76529,16.41359,2125,301,2,238,646297647241521152,GALAXY,0.1271065,574,52355,113,,0,0,0
1237657630586830998,133.306842471119,40.1180819265314,18.52616,16.52209,15.51748,15.07917,14.72623,2830,301,6,174,1350048041897322496,GALAXY,0.09708694,1199,52703,342,,0,0,0
1237657630587093092,133.90009330344,40.4577158844818,18.961,16.89086,15.93972,15.51167,15.1577,2830,301,6,178,1350060961158948864,GALAXY,0.08590104,1199,52703,389,,0,0,0
1237657776079896716,134.660034880481,40.7085924328129,23.2234,20.32337,18.76511,18.1226,17.70899,2864,301,5,190,1350056288234530816,GALAXY,0.3275189,1199,52703,372,,0,0,0
1237657873795187068,148.998769993395,43.6262971924817,27.20502,21.19073,19.43732,18.67635,18.23425,2887,301,3,263,5139894246992795648,GALAXY,0.454881,4565,55591,586,,0,0,0
1237658203963589011,149.05237013698,43.2908545979672,24.41851,22.23215,20.5985,19.47492,19.01231,2964,301,2,153,5139892872603260928,GALAXY,0.5418672,4565,55591,581,,0,0,0
1237665127994098510,150.424395364456,29.55834802545,26.20062,22.19059,20.48391,19.3837,18.90872,4576,301,3,250,6530237981852456960,GALAXY,0.5119528,5800,56279,67,,0,0,0
1237667783353631808,141.526146617188,17.329526264139,23.10721,23.15573,22.21081,22.17765,21.99454,5194,301,5,189,10755844811372386304,GALAXY,1.093841,9553,57801,447,,0,0,0
1237667781221154950,177.736998224171,21.1974362042497,17.99058,16.19906,15.29899,14.84542,14.37327,5194,301,1,418,7213779347488135168,GALAXY,0.02703417,6407,56311,504,,0,0,0
1237667536929817368,141.383222244881,17.9684070400719,22.84505,21.84279,20.89807,20.08044,19.47865,5137,301,2,188,10755851133564246016,GALAXY,0.7827122,9553,57801,470,,0,0,0
1237667536393011884,141.643408779807,17.4872782036838,22.55966,22.22634,21.74258,21.29279,20.64788,5137,301,1,189,10755835740401457152,GALAXY,0.8614734,9553,57801,414,,0,0,0
1237667536392946813,141.5236171924,17.4005522309809,22.38347,22.50928,21.99277,20.81425,20.5084,5137,301,1,188,10755847285273548800,GALAXY,0.7753817,9553,57801,456,,0,0,0
1237667536392946453,141.53751826658,17.5677648064124,22.21809,22.53066,21.67315,20.99346,20.6564,5137,301,1,188,10755847560151455744,GALAXY,0.7583059,9553,57801,457,,0,0,0
1237667536392946201,141.419128662473,17.5508826605011,22.56142,22.15146,21.39366,20.67624,20.61374,5137,301,1,188,10755845086250293248,GALAXY,0.731855,9553,57801,448,,0,0,0
1237667113873965412,150.429144662328,28.630272762194,23.55459,21.90618,20.55957,19.63211,19.43806,5038,301,6,164,6530231934538504192,GALAXY,0.5316409,5800,56279,45,,0,0,0
1237667113873900199,150.267620405624,28.7089056642279,22.88069,22.85832,21.34437,20.14491,19.89466,5038,301,6,163,6530242379898968064,GALAXY,0.6401639,5800,56279,83,,0,0,0
1237667113873899771,150.398577734718,28.660820954626,18.94824,17.23388,16.35918,15.89256,15.58451,5038,301,6,163,6530233583805945856,GALAXY,0.09701537,5800,56279,51,,0,0,0
1237667113873834945,150.170812474197,28.653458467656,22.83288,22.87327,21.1474,20.06434,19.54143,5038,301,6,162,6530242929654781952,GALAXY,0.6028611,5800,56279,85,,0,0,0
1237667113873834756,150.249773149354,28.5496555590322,23.68092,20.68481,18.91141,18.34117,17.96777,5038,301,6,162,6530247052823386112,GALAXY,0.3414595,5800,56279,100,,0,0,0
1237667113873834375,150.117528999752,28.563176830783,25.73499,22.22834,20.43357,19.59218,19.17857,5038,301,6,162,6530253924771059712,GALAXY,0.4663526,5800,56279,125,,0,0,0
1237667113873769342,150.03468441135,28.6520848506365,21.55828,21.15434,19.36004,18.70107,18.29662,5038,301,6,161,6530256398672222208,GALAXY,0.3973802,5800,56279,134,,0,0,0
1237667113873768984,149.991015539701,28.4626531695204,23.72771,22.22047,20.54864,19.55054,19.16564,5038,301,6,161,6530252825259431936,GALAXY,0.5114951,5800,56279,121,,0,0,0
1237667113873768745,150.051961070394,28.4637809369991,22.14884,20.4167,18.72247,18.12053,17.80073,5038,301,6,161,6530253649893152768,GALAXY,0.3428346,5800,56279,124,,0,0,0
1237667113873768712,150.094731758413,28.5105762333551,24.30103,22.45164,20.81968,19.87128,19.29557,5038,301,6,161,6530253375015245824,GALAXY,0.5530788,5800,56279,123,,0,0,0
1237665128530968663,150.119279808009,29.9177083623938,20.42791,18.23153,16.97058,16.48866,16.13024,4576,301,4,250,6530260796718733312,GALAXY,0.1822245,5800,56279,150,,0,0,0
1237665127994294604,150.706792059561,29.8237249831815,25.03577,22.333,20.59439,19.39557,18.8836,4576,301,3,253,6530229735515248640,GALAXY,0.6095667,5800,56279,37,,0,0,0
1237665127994294393,150.73117158535,29.8269053195879,18.70531,17.11754,16.29692,15.85031,15.52328,4576,301,3,253,6530227811369900032,GALAXY,0.08703266,5800,56279,30,,0,0,0
1237665127994229059,150.567131201995,29.6835607947328,22.67954,22.09592,21.90324,21.77775,20.83764,4576,301,3,252,6530227261614086144,GALAXY,0.5594932,5800,56279,28,,0,0,0
1237665127994228878,150.66945972675,29.8175250521182,26.00078,21.34611,19.53366,18.88254,18.48437,4576,301,3,252,6530229460637341696,GALAXY,0.385051,5800,56279,36,,0,0,0
1237665127994098430,150.38425047027,29.574941066794,22.77626,21.82438,20.60101,19.74141,19.07408,4576,301,3,250,6530238531608270848,GALAXY,0.5726206,5800,56279,69,,0,0,0
1237665127994098371,150.311016462803,29.7008558257956,25.5264,22.54064,21.06544,20.05688,19.60733,4576,301,3,250,6530248427212920832,GALAXY,0.5422566,5800,56279,105,,0,0,0
1237665127994097981,150.297126443882,29.6268587690427,25.53828,20.89432,19.13172,18.52395,18.25352,4576,301,3,250,6530250901114083328,GALAXY,0.3450547,5800,56279,114,,0,0,0
1237665127994032579,150.151831367135,29.5795698647254,25.78676,22.34636,20.71734,19.673,18.86381,4576,301,3,249,6530259422329198592,GALAXY,0.5944808,5800,56279,145,,0,0,0
1237665127994032573,150.134538654757,29.6125151192784,24.7674,22.46007,20.84233,19.6739,19.38519,4576,301,3,249,6530259972085012480,GALAXY,0.5841416,5800,56279,147,,0,0,0
1237665127457292461,150.547871727185,29.3109471608784,22.10766,21.68386,21.49623,21.53862,21.66262,4576,301,2,251,6530228636003620864,GALAXY,0.1837226,5800,56279,33,,0,0,0
1237665127457227369,150.40664278057,29.2890389962909,23.91115,22.66315,21.02196,19.80323,19.20236,4576,301,2,250,6530237432096643072,GALAXY,0.6335913,5800,56279,65,,0,0,0
1237665127457227294,150.568535943415,29.1418945138975,22.30342,21.63273,21.71984,21.4383,20.44602,4576,301,2,250,6530233308928038912,GALAXY,0.2275473,5800,56279,50,,0,0,0
1237665127457161651,150.252048438358,29.2409855875999,23.38751,21.78675,20.33452,19.50328,18.85403,4576,301,2,249,6530246228189665280,GALAXY,0.4951354,5800,56279,97,,0,0,0
1237665126920421684,150.731779140266,28.8523592714114,25.14347,22.25034,20.79684,19.80717,19.43714,4576,301,1,251,6530231384782690304,GALAXY,0.5332499,5800,56279,43,,0,0,0
1237665126920159598,150.089136804021,28.7267797134772,25.43108,21.79712,20.11824,19.26458,18.87578,4576,301,1,247,6530254474526873600,GALAXY,0.5255353,5800,56279,127,,0,0,0
1237649920580911861,25.8291263709273,14.5770937288335,23.50355,24.62526,21.89584,20.67083,19.80963,1035,301,5,132,12443623208242141184,GALAXY,0.8466951,11052,58438,645,,0,0,0
1237649920580977420,25.9721204135019,14.5450942654285,22.55267,23.59468,21.43248,20.18404,19.3492,1035,301,5,133,12443624857509582848,GALAXY,0.6838332,11052,58438,651,,0,0,0
1237649920580977551,25.9648491352596,14.6161669742486,24.77608,24.59083,22.61546,21.36296,19.79284,1035,301,5,133,12443623757997955072,GALAXY,0.698662,11052,58438,647,,0,0,0
1237649954406072557,25.6403224549513,14.3828629741909,21.31172,21.14004,20.85027,21.05428,21.27542,1043,301,4,167,12443614687027025920,GALAXY,-0.0004397682,11052,58438,614,,0,0,0
1237649954406138010,25.8592477143076,14.3555630409014,25.24369,25.44516,22.19125,20.91144,19.79088,1043,301,4,168,12443625407265396736,GALAXY,0.935009,11052,58438,653,,0,0,0
1237649954406138095,25.703932460265,14.2982057222767,22.36994,22.21334,21.6263,20.58794,19.89533,1043,301,4,168,12443616061416560640,GALAXY,0.7412329,11052,58438,619,,0,0,0
1237649954406138588,25.8125981466385,14.3423596668713,25.30259,23.35412,21.27281,20.11811,19.02391,1043,301,4,168,12443625957021210624,GALAXY,0.6458706,11052,58438,655,,0,0,0
1237649954406138681,25.731318687724,14.4252112284225,25.74659,23.87791,22.40522,20.7511,19.81319,1043,301,4,168,12443614412149118976,GALAXY,0.6834654,11052,58438,613,,0,0,0
1237649954406138773,25.8361491212025,14.3348133694478,26.18667,23.27361,22.4814,21.04401,19.83924,1043,301,4,168,12443626506777024512,GALAXY,0.6460673,11052,58438,657,,0,0,0
1237649954406204182,26.0252524418306,14.4522203624802,22.42445,22.23272,21.84594,21.83035,24.11176,1043,301,4,169,12443636127503767552,GALAXY,0.2964,11052,58438,692,,0,0,0
1237649954406204426,25.8903519123179,14.3199700918386,25.24337,25.03822,22.61395,21.25856,19.99252,1043,301,4,169,12443627056532838400,GALAXY,0.9153535,11052,58438,659,,0,0,0
1237649954406268942,26.0169363894607,14.3449855170088,24.90799,23.00946,21.65033,20.35635,19.68511,1043,301,4,170,12443637501893302272,GALAXY,0.5131678,11052,58438,697,,0,0,0
1237653652919550879,25.7145143536208,14.8084862493531,24.93021,25.02834,21.79795,20.69837,19.74587,1904,301,5,316,12443612213125863424,GALAXY,0.5617857,11052,58438,605,,0,0,0
1237653652919550905,25.7286758776913,14.7608626020135,24.99176,22.8979,21.14215,20.1229,19.39787,1904,301,5,316,12443612762881677312,GALAXY,0.5760497,11052,58438,607,,0,0,0
1237653652919616103,25.742694355472,14.7065963376826,22.18703,23.04541,21.43232,20.32492,19.61858,1904,301,5,317,12443613862393305088,GALAXY,0.560245,11052,58438,611,,0,0,0
1237653652919681946,26.0061475112606,14.7235431962336,22.88404,23.2851,21.4128,20.22782,19.41372,1904,301,5,318,12443635302870046720,GALAXY,0.770875,11052,58438,689,,0,0,0
1237653652919747473,26.1519575241419,14.7432023385641,23.66393,22.93145,21.72164,20.64889,19.65389,1904,301,5,319,12443635852625860608,GALAXY,0.6892546,11052,58438,691,,0,0,0
1237659324409970986,224.463314040963,52.0735399840766,23.86429,22.25115,20.193,19.19574,18.67559,3225,301,1,104,7566186844288997376,GALAXY,0.5612999,6720,56390,507,,0,0,0
1237659327103763450,249.305463721446,38.9021634959272,23.62623,23.11311,21.77605,20.77854,19.73174,3225,301,6,248,12078805796714207232,GALAXY,0.8019367,10728,58248,551,,0,0,0
1237678600242397454,25.9745127167664,15.4300401201026,21.23716,19.29563,18.20201,17.67505,17.33466,7713,301,1,397,12443618810195630080,GALAXY,0.1602748,11052,58438,629,,0,0,0
1237678600242462896,25.998558131247,15.4466922126639,21.11632,19.21834,18.04103,17.55904,17.24813,7713,301,1,398,12443627881166559232,GALAXY,0.1608053,11052,58438,662,,0,0,0
1237678600242462985,25.999270526404,15.3577638878639,21.80851,19.96626,18.84987,18.39191,18.04475,7713,301,1,398,12443630080189814784,GALAXY,0.154895,11052,58438,670,,0,0,0
1237678600242462987,26.0125197870867,15.3879985886043,21.76763,19.73328,18.62043,18.15873,17.78616,7713,301,1,398,12443628430922373120,GALAXY,0.1597642,11052,58438,664,,0,0,0
1237678600242463350,26.084131288413,15.342521895981,25.32591,20.61876,19.54812,19.10778,18.89775,7713,301,1,398,12443640250672371712,GALAXY,0.155873,11052,58438,707,,0,0,0
1237678600242463403,26.116958320057,15.4000530514345,22.69845,20.77585,19.6277,19.11391,18.79086,7713,301,1,398,12443641075306092544,GALAXY,0.1589987,11052,58438,710,,0,0,0
1237679167159664863,26.0251826532083,15.3027505392806,22.33768,19.44828,18.24481,17.74221,17.32584,7845,301,1,116,12443627606288652288,GALAXY,0.1555015,11052,58438,661,,0,0,0
1237679167696470131,25.8146778446576,15.6150758095823,24.76436,22.99117,21.9913,20.47755,19.78977,7845,301,2,115,12443617160928188416,GALAXY,0.7266872,11052,58438,623,,0,0,0
1237679167696601790,26.1126097188702,15.5689960375194,26.32506,23.6564,22.19358,21.10482,19.86309,7845,301,2,117,12443639151160743936,GALAXY,0.8688087,11052,58438,703,,0,0,0
1237679167696602029,26.1187667051538,15.5994542375592,25.63077,25.67234,23.17302,21.15489,19.94682,7845,301,2,117,12443638601404930048,GALAXY,1.57663,11052,58438,701,,0,0,0
1237679476930969840,353.995607754585,21.5295024924958,21.52191,19.4749,18.05694,17.48168,17.14781,7917,301,2,67,6886183980053583872,GALAXY,0.2285861,6116,56245,655,,0,0,0
1237680297278701851,354.088288732938,21.457144335107,22.44161,19.81357,18.24619,17.67182,17.30422,8108,301,2,204,6886183705175676928,GALAXY,0.2192598,6116,56245,654,,0,0,0
1237680000380043946,37.5136013565699,2.96915996030359,26.14583,21.7527,20.16522,19.01295,18.53587,8039,301,1,66,4802233400026224640,GALAXY,0.4980912,4265,55505,983,,0,0,0
1237680000380043893,37.5045699535575,2.94707736739532,24.94605,21.11036,19.35829,18.37112,17.9038,8039,301,1,66,4802233949782038528,GALAXY,0.5073417,4265,55505,985,,0,0,0
1237680000380043503,37.483839144043,3.0493067450385,23.69348,21.50322,20.09059,19.25534,18.95461,8039,301,1,66,4802232850270410752,GALAXY,0.2656997,4265,55505,981,,0,0,0
1237680000380043472,37.3800346632426,2.99083456664873,20.66798,18.64861,17.41084,16.82717,16.37948,8039,301,1,66,4802230376369248256,GALAXY,0.1546374,4265,55505,972,,0,0,0
1237679477468037836,354.421725885565,22.0974609590159,23.31645,22.24738,20.89497,19.54887,19.13925,7917,301,3,70,6886197174193117184,GALAXY,0.6143982,6116,56245,703,,0,0,0
1237679477468037606,354.398689123659,22.1049458645854,22.63809,22.15367,20.72147,19.67811,19.33446,7917,301,3,70,6886201572239628288,GALAXY,0.5335298,6116,56245,719,,0,0,0
1237679477467972523,354.319091632458,22.1346798895447,25.56645,23.20177,20.98439,19.60407,19.07956,7917,301,3,69,6886198823460558848,GALAXY,0.6315948,6116,56245,709,,0,0,0
1237679477467972446,354.246715947834,21.9661255266473,25.25255,22.40081,20.64283,19.61885,19.02035,7917,301,3,69,6886191126879164416,GALAXY,0.5321315,6116,56245,681,,0,0,0
1237679477467972424,354.229463944943,21.9903751759952,25.53271,22.5968,20.72984,19.65135,19.44575,7917,301,3,69,6886198273704744960,GALAXY,0.535886,6116,56245,707,,0,0,0
1237679477467972208,354.253780561331,22.1180348490322,22.68964,20.94326,19.18187,18.49224,18.09931,7917,301,3,69,6886190302245443584,GALAXY,0.3693695,6116,56245,678,,0,0,0
1237648720148168968,159.83925631916,-0.873946537618937,20.64997,18.80394,17.64528,17.17316,16.78366,756,301,1,294,308534539720878080,GALAXY,0.1383015,274,51913,138,,0,0,0
1237648720148169024,159.915845168662,-0.903772562416303,19.66127,17.82012,16.82766,16.35569,15.97588,756,301,1,294,308529866796460032,GALAXY,0.08724763,274,51913,121,,0,0,0
1237648720148234490,159.932221782471,-0.917320967958916,20.38983,18.5721,17.64932,17.255,16.90123,756,301,1,295,308533440209250304,GALAXY,0.09076775,274,51913,134,,0,0,0
1237648720685170803,160.119405032498,-0.618130050302146,19.29416,17.97134,17.26079,16.86013,16.56031,756,301,2,296,308541411668551680,GALAXY,0.08692535,274,51913,163,,0,0,0
1237648720685236365,160.273912184542,-0.60451828887861,21.11188,18.82668,17.74153,17.26796,16.8904,756,301,2,297,308541961424365568,GALAXY,0.1375531,274,51913,165,,0,0,0
1237648720685236371,160.283642295657,-0.448302276920973,19.62416,18.08264,17.22886,16.79321,16.4498,756,301,2,297,308543335813900288,GALAXY,0.1117112,274,51913,170,,0,0,0
1237648720685236407,160.345932195612,-0.604086093885053,19.75997,18.41598,17.63296,17.2139,16.95368,756,301,2,297,308541136790644736,GALAXY,0.1371191,274,51913,162,,0,0,0
1237648720685301897,160.443642405501,-0.600549711940271,18.27173,17.0717,16.65145,16.39055,16.27766,756,301,2,298,308536188988319744,GALAXY,0.03641907,274,51913,144,,0,0,0
1237648720685301915,160.453491880986,-0.617038417187846,19.10892,17.76311,16.91794,16.47233,16.19134,756,301,2,298,308538937767389184,GALAXY,0.1383506,274,51913,154,,0,0,0
1237648720685301921,160.453239285041,-0.581839464620788,20.77735,18.52877,17.38281,16.87561,16.48376,756,301,2,298,308537288499947520,GALAXY,0.1329735,274,51913,148,,0,0,0
1237648720685301999,160.521010531793,-0.437057514600102,20.89731,18.79574,17.72509,17.26936,16.89466,756,301,2,298,308539762401110016,GALAXY,0.1375161,274,51913,157,,0,0,0
1237648720685367384,160.542723776071,-0.578468702784252,20.0807,18.02601,16.94949,16.50593,16.11067,756,301,2,299,308529317040646144,GALAXY,0.1300396,274,51913,119,,0,0,0
1237648720685498440,160.93636604401,-0.421334412890772,19.51073,18.05851,17.59638,17.33996,17.29404,756,301,2,301,308514473633671168,GALAXY,0.03917867,274,51913,65,,0,0,0
1237648720685498544,160.878831962127,-0.584109529483157,19.11186,17.90859,17.40774,17.19731,17.05761,756,301,2,301,308515848023205888,GALAXY,0.0190457,274,51913,70,,0,0,0
1237648720685563948,160.997737410462,-0.468998759309602,17.94459,16.51015,15.8354,15.40969,15.10252,756,301,2,302,308515573145298944,GALAXY,0.06012432,274,51913,69,,0,0,0
